hostname,pl_name,default_flag,rowupdate,sy_pnum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2
Kepler-354,Kepler-354 c,0,2019-04-16,3,0.1156732425871107,,,,,,,,,,,,,,,,,
Kepler-306,Kepler-306 c,0,2015-08-25,4,0.07,,,2.58,0.8,-0.21,,,,0.0,,,89.95,,,,,
Kepler-275,Kepler-275 b,1,2014-05-14,3,0.098,,,2.34,0.45,-0.45,,,,,,,,,,,,
Kepler-276,Kepler-276 b,0,2013-10-28,3,0.116,,,2.4,1.3,-1.3,,,,0.0,,,88.81,,,,,
Kepler-278,Kepler-278 c,0,2017-05-08,2,0.3027,,,3.66,0.24,-0.49,,,,0.0,,,89.07,,,,,
Kepler-282,Kepler-282 e,0,2016-07-26,4,0.2500047819409314,,,,,,,,,,,,,,,,,
Kepler-206,Kepler-206 b,0,2014-11-18,3,0.0765,,,1.11,0.2,-0.11,,,,0.0,,,88.81,,,,,
Kepler-190,Kepler-190 c,0,2016-07-26,2,0.0448504060107707,,,,,,,,,,,,,,,,,
Kepler-266,Kepler-266 c,0,2018-09-25,2,0.4385909279390766,,,,,,,,,,,,,,,,,
Kepler-269,Kepler-269 c,0,2015-08-25,2,0.0796,,,1.62,0.69,-0.14,,,,0.0,,,89.38,,,,,
Kepler-275,Kepler-275 d,0,2015-08-25,3,0.2338,,,3.08,1.66,-0.5,,,,0.0,,,88.81,,,,,
Kepler-208,Kepler-208 e,0,2016-05-06,4,0.131974819406254,,,1.67,0.35,-0.27,,,,,,,,,,,,
Kepler-287,Kepler-287 c,0,2016-05-06,2,0.2445570538209551,,,3.3,0.66,-0.58,,,,,,,,,,,,
Kepler-235,Kepler-235 c,1,2014-05-14,4,0.065,,,1.28,0.08,-0.08,,,,,,,,,,,,
Kepler-235,Kepler-235 c,0,2018-09-25,4,0.0664739377954272,,,,,,,,,,,,,,,,,
Kepler-1370,Kepler-1370 b,0,2019-04-16,2,0.1545786636096175,,,,,,,,,,,,,,,,,
Kepler-362,Kepler-362 b,1,2014-05-14,2,0.087,,,0.88,0.38,-0.38,,,,,,,,,,,,
Kepler-362,Kepler-362 b,0,2018-09-25,2,0.0937288092172022,,,,,,,,,,,,,,,,,
Kepler-388,Kepler-388 b,0,2013-10-28,2,0.036,,,0.95,0.2,-0.2,,,,0.0,,,85.37,,,,,
Kepler-245,Kepler-245 c,0,2018-09-04,4,,,,2.338,0.535,-0.176,,,,,,,,,,,,
Kepler-306,Kepler-306 e,0,2016-07-26,4,0.2302578810617548,,,,,,,,,,,,,,,,,
Kepler-84,Kepler-84 e,0,2014-11-18,5,0.1784,,,2.3,0.92,-0.26,,,,0.0,,,89.95,,,,,
Kepler-266,Kepler-266 c,0,2014-11-21,2,0.451,,,3.83,1.69,-0.4,,,,0.0,,,89.95,,,,,
Kepler-339,Kepler-339 d,0,2017-05-08,3,0.09,,,1.41,0.2,-0.19,,,,0.0,,,89.23,,,,,
Kepler-245,Kepler-245 d,0,2016-05-06,4,0.2039449870347217,,,3.24,0.12,-0.09,,,,,,,,,,,,
Kepler-79,Kepler-79 b,0,2016-05-06,4,0.1171620090080935,,,3.42,0.58,-0.37,,,,,,,,,,,,
Kepler-178,Kepler-178 b,0,2016-07-26,3,0.0864542319177986,,,,,,,,,,,,,,,,,
Kepler-114,Kepler-114 b,0,2016-07-26,3,0.0530529214082031,,,,,,,,,,,,,,,,,
Kepler-243,Kepler-243 b,0,2017-05-08,2,0.0611,,,2.47,0.37,-0.17,,,,0.0,,,88.81,,,,,
Kepler-449,Kepler-449 b,0,2017-05-08,2,0.1027,,,1.53,0.05,-0.03,,,,0.0,,,89.83,,,,,
Kepler-392,Kepler-392 c,0,2017-05-08,2,0.0905,,,1.07,0.15,-0.19,,,,0.0,,,87.72,,,,,
Kepler-289,Kepler-289 c,0,2016-05-06,3,0.5042895306617281,,,12.77,1.48,-1.06,,,,,,,,,,,,
Kepler-189,Kepler-189 b,0,2016-05-06,2,0.0876287417493701,,,1.39,0.1,-0.08,,,,,,,,,,,,
Kepler-415,Kepler-415 b,0,2016-05-06,2,0.0456989545170905,,,1.75,0.12,-0.11,,,,,,,,,,,,
Kepler-224,Kepler-224 c,1,2014-05-14,4,0.058,,,3.12,0.26,-0.26,,,,,,,,,,,,
Kepler-227,Kepler-227 b,1,2014-05-14,2,0.09,,,3.11,1.57,-1.57,,,,,,,,,,,,
Kepler-357,Kepler-357 c,0,2018-09-25,3,0.1189465482684005,,,,,,,,,,,,,,,,,
Kepler-114,Kepler-114 d,0,2013-10-28,3,0.09,,,2.53,0.15,-0.15,,,,0.0,,,88.24,,,,,
Kepler-449,Kepler-449 b,0,2014-11-21,2,0.1047,,,1.57,0.03,-0.04,,,,0.0,,,88.81,,,,,
Kepler-155,Kepler-155 b,0,2015-08-25,2,0.0529,,,1.95,0.25,-0.26,,,,0.0,,,86.52,,,,,
Kepler-241,Kepler-241 b,0,2015-08-25,2,0.0934,,,2.35,0.23,-0.23,,,,0.0,,,89.38,,,,,
Kepler-316,Kepler-316 b,0,2014-11-18,2,0.0277,,,1.19,0.13,-0.1,,,,0.0,,,88.81,,,,,
Kepler-276,Kepler-276 b,0,2017-05-08,3,0.1159,,,2.73,0.44,-0.15,,,,0.0,,,87.47,,,,,
Kepler-263,Kepler-263 b,0,2018-09-25,2,0.121883016004688,,,,,,,,,,,,,,,,,
Kepler-431,Kepler-431 b,0,2018-09-25,3,0.0727485694549607,,,,,,,,,,,,,,,,,
Kepler-309,Kepler-309 b,0,2014-11-21,2,0.0512,,,1.03,0.15,-0.15,,,,0.0,,,89.95,,,,,
Kepler-87,Kepler-87 b,0,2018-09-04,2,,,,10.666,0.52,-0.507,,,,,,,,,,,,
Kepler-750,Kepler-750 c,0,2013-10-28,2,0.052,,,1.31,0.39,-0.39,,,,0.0,,,88.24,,,,,
Kepler-208,Kepler-208 c,0,2017-05-08,4,0.0797,,,1.65,0.29,-0.35,,,,0.0,,,88.98,,,,,
Kepler-380,Kepler-380 c,0,2013-10-28,2,0.079,,,1.62,0.62,-0.62,,,,0.0,,,86.52,,,,,
Kepler-383,Kepler-383 c,0,2019-04-16,2,,,,,,,,,,,,,,,,,,
Kepler-384,Kepler-384 c,0,2018-09-25,2,0.2455091177777366,,,,,,,,,,,,,,,,,
Kepler-387,Kepler-387 c,0,2019-04-16,2,0.1033179672745502,,,,,,,,,,,,,,,,,
Kepler-1388,Kepler-1388 b,0,2018-09-25,4,0.087393596496914,,,,,,,,,,,,,,,,,
Kepler-250,Kepler-250 d,1,2014-05-14,3,0.127,,,2.18,1.25,-1.25,,,,,,,,,,,,
Kepler-344,Kepler-344 c,0,2016-07-26,2,0.4773821289452251,,,,,,,,,,,,,,,,,
Kepler-286,Kepler-286 b,0,2014-11-18,4,0.0289,,,1.37,0.59,-0.11,,,,0.0,,,88.24,,,,,
Kepler-284,Kepler-284 b,0,2014-11-18,2,0.1032,,,2.44,0.87,-0.19,,,,0.0,,,89.38,,,,,
Kepler-168,Kepler-168 b,1,2014-05-14,2,0.056,,,1.46,0.66,-0.66,,,,,,,,,,,,
Kepler-181,Kepler-181 b,0,2013-10-28,2,0.04,,,1.42,0.39,-0.39,,,,0.0,,,85.37,,,,,
Kepler-193,Kepler-193 c,0,2019-04-16,2,0.2783990947457855,,,,,,,,,,,,,,,,,
Kepler-387,Kepler-387 b,0,2014-11-21,2,0.0712,,,1.08,0.53,-0.11,,,,0.0,,,88.81,,,,,
Kepler-155,Kepler-155 c,0,2019-04-16,2,0.2417868542307023,,,,,,,,,,,,,,,,,
Kepler-1129,Kepler-1129 c,0,2015-08-25,2,0.3502,,,2.75,1.08,-0.34,,,,0.0,,,89.95,,,,,
KOI-1783,KOI-1783.02,0,2020-05-04,2,0.8730089223281973,,,,,,,,,,,,,,,,,
Kepler-368,Kepler-368 c,1,2014-05-14,2,0.36,,,3.88,1.08,-1.08,,,,,,,,,,,,
Kepler-1542,Kepler-1542 b,0,2018-09-04,4,,,,0.926,0.053,-0.054,,,,,,,,,,,,
Kepler-154,Kepler-154 b,0,2017-05-08,5,0.1943,,,2.36,0.32,-0.23,,,,0.0,,,89.65,,,,,
Kepler-275,Kepler-275 d,0,2019-04-16,3,0.2253751749340794,,,,,,,,,,,,,,,,,
Kepler-282,Kepler-282 c,0,2014-11-18,4,0.1106,,,1.22,0.5,-0.1,,,,0.0,,,88.24,,,,,
Kepler-283,Kepler-283 c,0,2016-02-10,2,,,,2.311,0.082,-0.082,,,,,,,,,,,,
Kepler-295,Kepler-295 c,0,2018-09-04,3,,,,3.616,0.425,-0.446,,,,,,,,,,,,
Kepler-295,Kepler-295 d,0,2018-09-25,3,,,,,,,,,,,,,,,,,,
Kepler-887,Kepler-887 c,0,2014-11-21,2,0.0801,,,1.05,0.66,-0.13,,,,0.0,,,89.38,,,,,
Kepler-87,Kepler-87 c,0,2016-05-06,2,1.39945261442883,,,6.89,0.57,-0.92,,,,,,,,,,,,
Kepler-235,Kepler-235 d,0,2015-08-25,4,0.1155,,,1.99,0.29,-0.29,,,,0.0,,,89.38,,,,,
Kepler-80,Kepler-80 c,0,2018-09-04,6,,,,2.594,0.121,-0.109,,,,,,,,,,,,
Kepler-268,Kepler-268 c,0,2018-09-25,2,0.3869429453910362,,,,,,,,,,,,,,,,,
Kepler-449,Kepler-449 b,1,2015-05-21,2,,,,2.056,0.069,-0.069,,,,0.03,0.28,-0.03,,,,,,
Kepler-278,Kepler-278 b,0,2015-05-21,2,,,,4.59,0.26,-0.26,,,,0.04,0.33,-0.04,,,,,,
Kepler-108,Kepler-108 c,0,2016-05-06,2,0.7174189169848845,,,7.8,0.42,-0.5,,,,,,,,,,,,
Kepler-825,Kepler-825 c,0,2013-10-28,2,0.083,,,2.14,0.79,-0.79,,,,0.0,,,87.09,,,,,
Kepler-159,Kepler-159 b,0,2018-09-25,2,0.0814042862959733,,,,,,,,,,,,,,,,,
Kepler-937,Kepler-937 c,0,2014-11-21,2,0.5542,,,2.4,0.91,-0.34,,,,0.0,,,89.95,,,,,
Kepler-204,Kepler-204 b,0,2014-11-21,2,0.1156,,,2.23,0.87,-0.26,,,,0.0,,,87.66,,,,,
Kepler-31,Kepler-31 b,0,2015-08-25,3,0.1571,,,5.28,2.5,-0.63,,,,0.0,,,89.95,,,,,
Kepler-244,Kepler-244 c,0,2015-08-25,3,0.0857,,,2.0,0.72,-0.16,,,,0.0,,,89.38,,,,,
Kepler-304,Kepler-304 c,0,2018-09-25,4,0.054159623842375,,,,,,,,,,,,,,,,,
Kepler-115,Kepler-115 c,0,2019-04-16,2,0.0881378421754373,,,,,,,,,,,,,,,,,
Kepler-198,Kepler-198 b,0,2016-07-26,3,0.1324728772777332,,,,,,,,,,,,,,,,,
Kepler-189,Kepler-189 c,0,2018-09-04,2,,,,2.743,0.121,-0.336,,,,,,,,,,,,
Kepler-722,Kepler-722 b,1,2016-05-06,2,0.0505764684398549,,,2.63,0.71,-0.29,,,,,,,,,,,,
Kepler-29,Kepler-29 b,0,2015-08-25,2,0.092,,,2783.7,239.43,-111.73,,,,0.0,,,39.53,,,,,
Kepler-29,Kepler-29 c,0,2017-05-08,2,0.1087,,,2.78,0.22,-0.13,,,,0.0,,,89.97,,,,,
Kepler-229,Kepler-229 b,0,2017-05-08,3,0.0617,,,2.65,0.1,-0.23,,,,0.0,,,89.68,,,,,
Kepler-251,Kepler-251 d,0,2016-05-06,4,0.1862958419931103,,,3.58,0.2,-0.48,,,,,,,,,,,,
Kepler-253,Kepler-253 d,0,2017-05-08,3,0.1284,,,2.95,0.42,-0.22,,,,0.0,,,89.64,,,,,
Kepler-250,Kepler-250 d,0,2018-09-25,3,0.1246701468034034,,,,,,,,,,,,,,,,,
Kepler-81,Kepler-81 d,0,2018-09-25,3,0.1322064666854533,,,,,,,,,,,,,,,,,
Kepler-722,Kepler-722 c,0,2014-11-21,2,0.4471,,,2.71,0.88,-0.25,,,,0.0,,,89.95,,,,,
Kepler-265,Kepler-265 e,0,2016-05-06,4,0.3233196502524959,,,2.46,0.33,-0.24,,,,,,,,,,,,
Kepler-265,Kepler-265 d,0,2017-05-08,4,0.2309,,,2.39,0.35,-0.39,,,,0.0,,,89.52,,,,,
Kepler-769,Kepler-769 c,0,2014-11-18,2,0.1272,,,1.48,0.6,-0.14,,,,0.0,,,89.38,,,,,
Kepler-172,Kepler-172 e,0,2017-05-08,4,0.2074,,,3.26,0.47,-0.34,,,,0.0,,,87.49,,,,,
Kepler-302,Kepler-302 b,0,2018-09-25,2,0.1915998335937144,,,,,,,,,,,,,,,,,
Kepler-306,Kepler-306 b,0,2017-05-08,4,0.05,,,1.82,0.12,-0.07,,,,0.0,,,83.18,,,,,
Kepler-221,Kepler-221 b,0,2016-07-26,4,0.037638151777955,,,,,,,,,,,,,,,,,
Kepler-224,Kepler-224 e,0,2019-04-16,4,0.1298313939202182,,,,,,,,,,,,,,,,,
Kepler-226,Kepler-226 d,0,2013-10-28,3,0.077,,,1.42,0.4,-0.4,,,,0.0,,,87.66,,,,,
Kepler-770,Kepler-770 c,0,2018-09-04,3,,,,1.47,0.104,-0.076,,,,,,,,,,,,
Kepler-270,Kepler-270 c,0,2018-09-04,2,,,,1.516,0.302,-0.153,,,,,,,,,,,,
Kepler-79,Kepler-79 e,0,2014-05-14,4,0.39,,,3.36,0.69,-0.69,,,,,,,,,,,,
Kepler-79,Kepler-79 e,0,2013-10-28,4,0.387,,,3.0,1.8,-1.8,,,,0.0,,,89.38,,,,,
Kepler-122,Kepler-122 e,0,2016-07-26,5,0.2290122675830596,,,,,,,,,,,,,,,,,
Kepler-267,Kepler-267 b,0,2015-11-18,3,0.0357067766174564,,,1.86,0.26,-0.25,,,,,,,,,,,,
Kepler-251,Kepler-251 b,0,2016-05-06,4,0.0546749048981297,,,1.49,0.11,-0.08,,,,,,,,,,,,
Kepler-254,Kepler-254 d,0,2014-11-21,3,0.137,,,2.6,1.05,-0.2,,,,0.0,,,89.38,,,,,
Kepler-31,Kepler-31 d,0,2018-09-04,3,,,,4.01,0.273,-0.243,,,,,,,,,,,,
Kepler-1086,Kepler-1086 c,0,2019-04-16,2,0.5153584907887376,,,,,,,,,,,,,,,,,
Kepler-1464,Kepler-1464 c,0,2018-09-25,2,0.0596992099001001,,,,,,,,,,,,,,,,,
Kepler-304,Kepler-304 b,0,2017-05-08,4,0.0392,,,2.81,0.2,-0.1,,,,0.0,,,88.89,,,,,
Kepler-967,Kepler-967 b,0,2014-11-21,2,0.0933,,,1.86,0.21,-0.15,,,,0.0,,,89.38,,,,,
Kepler-342,Kepler-342 d,0,2014-11-21,4,0.2412,,,2.32,1.09,-0.29,,,,0.0,,,84.8,,,,,
Kepler-181,Kepler-181 b,0,2014-11-21,2,0.0395,,,1.33,0.34,-0.1,,,,0.0,,,88.81,,,,,
Kepler-132,Kepler-132 d,0,2014-11-19,4,0.1355,,,2.98,,,,,,,,,,,,,,
Kepler-114,Kepler-114 b,0,2014-11-18,3,0.0484,,,1.0,0.11,-0.12,,,,0.0,,,89.38,,,,,
Kepler-343,Kepler-343 b,0,2016-07-26,2,0.0853150337014081,,,,,,,,,,,,,,,,,
Kepler-146,Kepler-146 b,0,2015-08-25,2,0.1931,,,3.23,1.3,-0.4,,,,0.0,,,89.38,,,,,
Kepler-389,Kepler-389 b,0,2014-11-21,2,0.0402,,,1.58,0.58,-0.13,,,,0.0,,,88.81,,,,,
Kepler-449,Kepler-449 c,0,2014-11-21,2,0.2018,,,1.89,0.04,-0.04,,,,0.0,,,89.95,,,,,
Kepler-903,Kepler-903 c,0,2018-09-25,2,0.3075249506250461,,,,,,,,,,,,,,,,,
Kepler-312,Kepler-312 b,0,2018-09-25,2,0.0302027048950101,,,,,,,,,,,,,,,,,
Kepler-251,Kepler-251 e,0,2016-05-06,4,0.4134924028642231,,,3.27,0.57,-0.26,,,,,,,,,,,,
Kepler-84,Kepler-84 e,1,2014-05-14,5,0.181,,,2.6,0.49,-0.49,,,,,,,,,,,,
Kepler-250,Kepler-250 b,1,2014-05-14,3,0.048,,,1.13,0.68,-0.68,,,,,,,,,,,,
Kepler-373,Kepler-373 c,0,2019-04-16,2,0.1271370882281785,,,,,,,,,,,,,,,,,
Kepler-212,Kepler-212 c,0,2017-05-08,2,0.2061,,,2.99,0.47,-0.57,,,,0.0,,,86.65,,,,,
Kepler-242,Kepler-242 b,0,2014-11-18,2,0.0735,,,3.04,1.47,-0.27,,,,0.0,,,86.52,,,,,
Kepler-163,Kepler-163 c,1,2014-05-14,2,0.152,,,2.26,0.94,-0.94,,,,,,,,,,,,
Kepler-148,Kepler-148 d,0,2018-09-25,3,0.2557263926380259,,,,,,,,,,,,,,,,,
Kepler-206,Kepler-206 b,0,2017-05-08,3,0.0764,,,1.32,0.21,-0.19,,,,0.0,,,84.82,,,,,
Kepler-302,Kepler-302 c,0,2017-05-08,2,0.4913,,,12.04,1.87,-2.06,,,,0.0,,,89.51,,,,,
Kepler-306,Kepler-306 c,0,2017-05-08,4,0.0672,,,2.14,0.14,-0.08,,,,0.0,,,88.29,,,,,
Kepler-161,Kepler-161 b,0,2015-08-25,2,0.0528,,,2.07,0.33,-0.16,,,,0.0,,,88.81,,,,,
Kepler-162,Kepler-162 c,1,2014-05-14,2,0.137,,,3.03,1.63,-1.63,,,,,,,,,,,,
Kepler-175,Kepler-175 b,0,2014-11-18,2,0.1047,,,2.72,1.15,-0.25,,,,0.0,,,88.24,,,,,
Kepler-179,Kepler-179 c,1,2014-05-14,2,0.064,,,2.0,0.81,-0.81,,,,,,,,,,,,
Kepler-179,Kepler-179 c,0,2014-11-18,2,0.0637,,,2.26,0.51,-0.17,,,,0.0,,,88.24,,,,,
Kepler-436,Kepler-436 b,0,2015-08-25,2,0.2502,,,1.9,0.14,-0.2,,,,0.0,,,89.38,,,,,
Kepler-327,Kepler-327 c,0,2018-09-25,3,0.0493444239811416,,,,,,,,,,,,,,,,,
Kepler-330,Kepler-330 b,1,2014-05-14,2,0.075,,,1.35,0.53,-0.53,,,,,,,,,,,,
Kepler-256,Kepler-256 e,0,2018-09-04,4,,,,1.812,0.338,-0.14,,,,,,,,,,,,
Kepler-331,Kepler-331 d,0,2016-07-26,3,0.1781091927168734,,,,,,,,,,,,,,,,,
Kepler-333,Kepler-333 c,0,2019-04-16,2,0.1449346380350701,,,,,,,,,,,,,,,,,
Kepler-296,Kepler-296 f,0,2014-05-14,5,0.263,,,1.79,0.11,-0.11,,,,,,,,,,,,
Kepler-296,Kepler-296 f,0,2014-11-21,5,0.2253,,,1.23,0.2,-0.2,,,,0.0,,,89.95,,,,,
Kepler-313,Kepler-313 b,0,2014-11-21,2,0.1175,,,1.91,0.72,-0.27,,,,0.0,,,88.24,,,,,
Kepler-122,Kepler-122 f,0,2017-05-08,5,0.287,,,2.22,0.36,-0.35,,,,0.0,,,89.97,,,,,
Kepler-304,Kepler-304 d,1,2014-05-14,4,0.08,,,2.75,0.21,-0.21,,,,,,,,,,,,
Kepler-355,Kepler-355 b,0,2019-04-16,2,0.0982585853368258,,,,,,,,,,,,,,,,,
Kepler-357,Kepler-357 c,1,2014-05-14,3,0.12,,,2.67,1.57,-1.57,,,,,,,,,,,,
Kepler-369,Kepler-369 c,0,2019-04-16,2,0.0975512472080859,,,,,,,,,,,,,,,,,
Kepler-372,Kepler-372 c,0,2013-10-28,3,0.154,,,2.5,0.08,-0.08,,,,0.0,,,87.66,,,,,
Kepler-520,Kepler-520 c,0,2015-08-25,2,0.0613,,,1.05,0.11,-0.06,,,,0.0,,,89.95,,,,,
Kepler-42,Kepler-42 d,0,2016-02-24,3,0.01535,0.00073,-0.00073,2.44,4.02,-4.02,,,,,,,,,,,,
Kepler-296,Kepler-296 b,0,2016-02-24,5,0.03341,0.0017,-0.0017,1.01,0.17,-0.17,,,,,,,,,,,,
Kepler-151,Kepler-151 c,0,2013-10-28,2,0.158,,,2.2,1.4,-1.4,,,,0.0,,,89.38,,,,,
Kepler-231,Kepler-231 b,0,2015-08-25,2,0.0729,,,1.61,0.21,-0.2,,,,0.0,,,89.95,,,,,
Kepler-211,Kepler-211 c,0,2018-09-25,2,0.0629015904750024,,,,,,,,,,,,,,,,,
Kepler-83,Kepler-83 b,0,2018-09-25,3,,,,,,,,,,,,,,,,,,
Kepler-446,Kepler-446 d,0,2016-07-26,3,0.0335477560475459,,,,,,,,,,,,,,,,,
Kepler-251,Kepler-251 e,0,2016-07-26,4,0.4163748431086965,,,,,,,,,,,,,,,,,
Kepler-1254,Kepler-1254 b,0,2015-08-25,3,0.084,,,1.54,0.28,-0.12,,,,0.0,,,89.38,,,,,
Kepler-349,Kepler-349 c,0,2013-10-28,2,0.105,,,2.09,0.61,-0.61,,,,0.0,,,88.81,,,,,
Kepler-357,Kepler-357 b,0,2013-10-28,3,0.061,,,1.7,1.2,-1.2,,,,0.0,,,88.24,,,,,
Kepler-371,Kepler-371 b,0,2013-10-28,2,0.212,,,1.84,0.69,-0.69,,,,0.0,,,88.81,,,,,
Kepler-336,Kepler-336 c,0,2016-05-06,3,0.0909749797259815,,,1.99,0.3,-0.24,,,,,,,,,,,,
Kepler-222,Kepler-222 b,0,2018-09-25,3,0.0465819042429899,,,,,,,,,,,,,,,,,
Kepler-115,Kepler-115 c,0,2017-05-08,2,0.0856,,,2.78,0.46,-0.39,,,,0.0,,,85.95,,,,,
Kepler-155,Kepler-155 b,1,2014-05-14,2,0.056,,,2.09,0.21,-0.21,,,,,,,,,,,,
Kepler-149,Kepler-149 b,0,2018-09-25,3,0.1811370426207343,,,,,,,,,,,,,,,,,
Kepler-79,Kepler-79 c,0,2014-11-18,4,0.1829,,,2.96,1.33,-0.28,,,,0.0,,,89.95,,,,,
Kepler-117,Kepler-117 b,0,2014-11-18,2,0.1473,,,6.04,3.66,-0.75,,,,0.0,,,88.81,,,,,
Kepler-295,Kepler-295 c,0,2018-09-25,3,,,,,,,,,,,,,,,,,,
Kepler-224,Kepler-224 e,0,2013-10-28,4,0.129,,,2.55,0.59,-0.59,,,,0.0,,,88.81,,,,,
Kepler-154,Kepler-154 d,0,2019-04-16,5,0.1482808460183901,,,,,,,,,,,,,,,,,
Kepler-185,Kepler-185 b,0,2014-11-18,2,0.0254,,,1.16,0.28,-0.09,,,,0.0,,,87.09,,,,,
Kepler-271,Kepler-271 c,0,2018-09-25,3,0.0743896980704653,,,,,,,,,,,,,,,,,
Kepler-171,Kepler-171 c,0,2016-07-26,3,0.0984923373443349,,,,,,,,,,,,,,,,,
Kepler-732,Kepler-732 c,0,2018-09-04,2,,,,1.42,0.052,-0.042,,,,,,,,,,,,
Kepler-194,Kepler-194 c,0,2015-08-25,3,0.1294,,,2.6,0.96,-0.31,,,,0.0,,,89.38,,,,,
Kepler-226,Kepler-226 c,0,2018-09-25,3,0.0582204241780299,,,,,,,,,,,,,,,,,
Kepler-228,Kepler-228 c,0,2016-07-26,3,0.0505807422460425,,,,,,,,,,,,,,,,,
Kepler-166,Kepler-166 d,0,2016-07-26,3,0.0252560493962211,,,,,,,,,,,,,,,,,
Kepler-293,Kepler-293 b,0,2018-09-25,2,0.1377182778221305,,,,,,,,,,,,,,,,,
Kepler-122,Kepler-122 d,0,2018-09-25,5,0.1571004090893954,,,,,,,,,,,,,,,,,
Kepler-1047,Kepler-1047 c,0,2018-09-25,2,0.0421158133677013,,,,,,,,,,,,,,,,,
Kepler-1065,Kepler-1065 b,0,2018-09-25,2,0.0454263484986967,,,,,,,,,,,,,,,,,
Kepler-329,Kepler-329 c,0,2013-10-28,2,0.116,,,2.47,0.1,-0.1,,,,0.0,,,86.52,,,,,
Kepler-336,Kepler-336 c,0,2013-10-28,3,0.09,,,1.89,0.62,-0.62,,,,0.0,,,83.08,,,,,
Kepler-389,Kepler-389 c,0,2018-09-25,2,0.1107284630456734,,,,,,,,,,,,,,,,,
Kepler-315,Kepler-315 b,0,2018-09-25,2,0.4160279484449142,,,,,,,,,,,,,,,,,
Kepler-337,Kepler-337 c,0,2018-09-04,2,,,,2.34,0.305,-0.209,,,,,,,,,,,,
Kepler-337,Kepler-337 c,0,2018-09-25,2,0.0892657385374912,,,,,,,,,,,,,,,,,
Kepler-969,Kepler-969 b,0,2019-04-16,2,0.1982385550287228,,,,,,,,,,,,,,,,,
Kepler-306,Kepler-306 d,0,2017-05-08,4,0.1203,,,2.23,0.14,-0.09,,,,0.0,,,88.0,,,,,
Kepler-379,Kepler-379 c,0,2016-07-26,2,0.3210508471285562,,,,,,,,,,,,,,,,,
Kepler-207,Kepler-207 c,1,2014-05-14,3,0.044,,,1.5,0.29,-0.29,,,,,,,,,,,,
Kepler-207,Kepler-207 c,0,2018-09-25,3,0.0425580651710391,,,,,,,,,,,,,,,,,
Kepler-223,Kepler-223 e,0,2016-08-04,4,0.1447488130248383,,,,,,,,,,,,,,,,,
Kepler-228,Kepler-228 b,0,2019-04-16,3,0.0368082503482686,,,,,,,,,,,,,,,,,
Kepler-235,Kepler-235 c,0,2013-10-28,4,0.064,,,1.28,0.25,-0.25,,,,0.0,,,89.38,,,,,
Kepler-308,Kepler-308 c,0,2019-04-16,2,0.121848170966352,,,,,,,,,,,,,,,,,
Kepler-195,Kepler-195 c,0,2013-10-28,2,0.195,,,1.85,0.54,-0.54,,,,0.0,,,87.66,,,,,
Kepler-969,Kepler-969 c,1,2016-05-06,2,0.0269303388146261,,,0.99,0.02,-0.05,,,,,,,,,,,,
Kepler-143,Kepler-143 b,1,2014-05-14,2,0.127,,,2.41,0.6,-0.6,,,,,,,,,,,,
Kepler-332,Kepler-332 d,1,2014-05-14,3,0.189,,,1.18,0.08,-0.08,,,,,,,,,,,,
Kepler-332,Kepler-332 d,0,2018-09-25,3,0.1922549296352517,,,,,,,,,,,,,,,,,
Kepler-339,Kepler-339 c,0,2019-04-16,3,0.0705642349042289,,,,,,,,,,,,,,,,,
Kepler-341,Kepler-341 e,0,2016-05-06,4,0.2382374685703857,,,2.36,0.47,-0.52,,,,,,,,,,,,
Kepler-278,Kepler-278 c,0,2016-05-06,2,0.2806103802389321,,,2.99,0.13,-0.2,,,,,,,,,,,,
Kepler-732,Kepler-732 c,0,2019-04-16,2,0.0145942860882151,,,,,,,,,,,,,,,,,
Kepler-185,Kepler-185 b,0,2017-05-08,2,0.0253,,,1.13,0.05,-0.06,,,,0.0,,,89.04,,,,,
Kepler-146,Kepler-146 c,0,2015-10-07,2,0.362574735343994,,,3.266291920791458,,,,,,,,,,,,,,
Kepler-222,Kepler-222 d,0,2016-05-06,3,0.1732660129070865,,,3.74,0.3,-0.2,,,,,,,,,,,,
Kepler-250,Kepler-250 c,0,2016-05-06,3,0.0683030951242998,,,2.41,0.13,-0.12,,,,,,,,,,,,
Kepler-142,Kepler-142 d,0,2016-07-26,3,0.2388540331336166,,,,,,,,,,,,,,,,,
Kepler-81,Kepler-81 d,0,2016-07-26,3,0.1322063062515635,,,,,,,,,,,,,,,,,
Kepler-101,Kepler-101 b,0,2016-07-26,2,0.0448577945227756,,,,,,,,,,,,,,,,,
Kepler-216,Kepler-216 b,1,2014-05-14,2,0.079,,,2.35,0.46,-0.46,,,,,,,,,,,,
Kepler-266,Kepler-266 b,1,2014-05-14,2,0.071,,,2.48,1.2,-1.2,,,,,,,,,,,,
Kepler-168,Kepler-168 c,0,2013-10-28,2,0.113,,,2.8,1.1,-1.1,,,,0.0,,,85.94,,,,,
