hostname,pl_name,rowupdate,sy_pnum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,flag,pl_relincl,pl_relinclerr1,pl_relinclerr2
HD 10180,HD 10180 g,2015-06-24,6,1.4245,0.027,-0.027,22.33258,3.8930249999999997,-3.8930249999999997,0.2265,0.14600000000000002,-0.14600000000000002,90.0,0.0,0.0,0.0,0.0,-0.0,03+3-5+-,0.0,0.0,-0.0
GJ 433,GJ 433 d,2020-02-06,3,0.178,0.006,-0.006,5.223,0.921,-0.921,0.07,0.05,-0.05,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 141399,HD 141399 e,2016-02-24,4,4.8968,0.46122,-0.46122,209.7678,31.783,-31.783,0.047,0.136,-0.1265,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 128311,HD 128311 b,2015-06-24,2,1.0870000000000002,0.01,-0.010499999999999999,608.6284049999999,47.67,-50.85255,0.3015,0.0445,-0.0445,30.0,0.0,0.0,25.950000000000003,14.553,-14.553,03+3-5+-,25.950000000000003,14.553,-14.553
HIP 54373,HIP 54373 b,2019-05-20,2,0.063,0.001,-0.001,8.62,1.84,-1.84,0.2,0.11,-0.11,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
GJ 163,GJ 163 d,2017-01-24,3,1.0304,0.0086,-0.0086,29.4,2.9,-2.9,0.373,0.077,-0.077,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
GJ 3138,GJ 3138 c,2017-03-29,3,0.057,0.001,-0.001,4.18,0.61,-0.59,0.11,0.11,-0.07,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
GJ 1061,GJ 1061 c,2020-02-21,3,0.035,0.001,-0.001,1.74,0.23,-0.23,0.29,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-3+-5+-,0.0,0.0,-0.0
HD 99706,HD 99706 b,2018-12-03,2,2.13,0.08,-0.08,441.7837,60.3877,-60.3877,0.365,0.1,-0.1,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 1605,HD 1605 c,2018-09-25,2,3.552,0.07450000000000001,-0.07450000000000001,1130.2723,57.05045,-54.05045,0.0985,0.0215,-0.0165,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HU Aqr,HU Aqr AB b,2019-10-18,2,3.6,0.8,-0.8,1875.197,190.698,-190.698,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-5+-,0.0,0.0,-0.0
HD 40307,HD 40307 f,2014-05-14,5,0.2485,0.0054,-0.0054,5.2,1.5,-1.6,0.06175,0.12267,-0.03267,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 147018,HD 147018 c,2019-01-28,2,1.922,0.039,-0.039,2080.0,100.0,-100.0,0.133,0.011,-0.011,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 176986,HD 176986 b,2017-12-19,2,0.06296,0.00013,-0.00013,5.74,0.66,-0.66,0.066,0.066,-0.066,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 154857,HD 154857 c,2014-05-14,2,5.36,0.09,-0.09,819.97,50.85,-50.85,0.06,0.05,-0.05,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 134060,HD 134060 c,2019-02-05,2,2.3928,0.0929,-0.0951,29.29,4.43,-4.24,0.11,0.13,-0.07,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 75784,HD 75784 c,2018-12-03,2,6.46,1.4,-1.4,1722.6386,381.396,-381.396,0.36,0.092,-0.092,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HIP 65407,HIP 65407 b,2016-02-24,2,0.177,0.005,-0.005,136.03124,10.17056,-10.17056,0.14,0.07,-0.07,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 73526,HD 73526 c,2014-05-14,2,1.03,0.02,-0.02,715.09,41.32,-41.32,0.28,0.05,-0.05,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HIP 14810,HIP 14810 b,2018-09-25,3,0.0692,0.004,-0.004,1233.1804,155.7367,-155.7367,0.14399,0.00094,-0.00094,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 109271,HD 109271 b,2014-05-14,2,0.079,0.001,-0.001,17.162,1.271,-1.271,0.25,0.08,-0.08,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Wolf 1061,Wolf 1061 b,2017-03-29,3,0.036504499999999995,0.0006035,-0.0006535,1.635,0.245,-0.24,0.075,0.13,-0.1,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
EPIC 212624936,EPIC 212624936 b,2021-10-25,2,0.012974803658084419,0.0,0.0,1.6291071554637657,1.7356477865824007,-1.0005941140062018,0.31066330191540814,0.0,0.0,90.3,10.0,-10.0,-0.29999999999999716,10.04987562112089,-10.04041831797859,01+-2+-4+4-5+-,-0.29999999999999716,10.04987562112089,-10.04041831797859
GJ 163,GJ 163 c,2017-01-24,3,0.1254,0.0001,-0.0001,6.8,0.9,-0.9,0.099,0.086,-0.086,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 113538,HD 113538 c,2015-01-08,2,2.435,0.065,-0.065,260.61,19.07,-19.07,0.26,0.05,-0.05,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 147873,HD 147873 b,2016-11-09,2,0.522,0.018,-0.018,1633.6462,108.0622,-108.0622,0.207,0.013,-0.013,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 159243,HD 159243 c,2014-05-14,2,0.8,0.02,-0.02,603.9,41.32,-41.32,0.075,0.05,-0.05,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 147018,HD 147018 b,2019-01-28,2,0.2388,0.0039,-0.0039,674.0,20.0,-20.0,0.4686,0.0081,-0.0081,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 154857,HD 154857 b,2018-09-04,2,1.29,0.02,-0.02,711.91,34.9613,-34.9613,0.46,0.02,-0.02,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 133131 A,HD 133131 A b,2016-09-06,3,1.44,0.005,-0.005,451.3186,12.7132,-12.7132,0.33,0.03,-0.03,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HIP 65407,HIP 65407 c,2016-02-24,2,0.316,0.008,-0.008,249.17872,17.16282,-17.16282,0.12,0.04,-0.04,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 155358,HD 155358 b,2018-09-04,2,0.635,0.015,-0.015,292.32585,20.7132,-20.7132,0.17,0.03,-0.03,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 73526,HD 73526 b,2018-09-04,2,0.65,0.01,-0.01,953.49,95.349,-95.349,0.29,0.05,-0.05,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 47186,HD 47186 c,2015-03-26,2,2.395,0.0,0.0,111.42,0.0,0.0,0.249,0.073,-0.073,90.0,0.0,0.0,0.0,0.0,-0.0,02+2-3+-4+4-5+-,0.0,0.0,-0.0
HD 10180,HD 10180 c,2015-06-24,6,0.06411,0.001005,-0.001005,13.160865000000001,0.49248000000000003,-0.49248000000000003,0.059,0.028499999999999998,-0.028499999999999998,90.0,0.0,0.0,0.0,0.0,-0.0,03+3-5+-,0.0,0.0,-0.0
HD 215152,HD 215152 c,2018-02-20,4,0.067393,0.00086,-0.000893,1.72,0.618,-0.725,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-3+-5+-,0.0,0.0,-0.0
HD 176986,HD 176986 c,2017-12-19,2,0.11878,0.00025,-0.00025,9.18,0.97,-0.97,0.111,0.08,-0.08,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 215152,HD 215152 e,2018-02-20,4,0.15417,0.00199,-0.00204,2.877,1.063,-1.481,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-3+-5+-,0.0,0.0,-0.0
GJ 273,GJ 273 b,2017-03-29,2,0.091101,1.9e-05,-1.7e-05,2.89,0.27,-0.26,0.1,0.09,-0.07,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 99706,HD 99706 c,2018-11-26,2,2.7614113160593314,0.0,0.0,1808.4527,454.4969,-305.1168,0.411,0.231,-0.178,90.0,0.0,0.0,0.0,0.0,-0.0,03+-4+4-5+-,0.0,0.0,-0.0
HD 116029,HD 116029 c,2018-11-26,2,2.0166155904861007,0.0,0.0,403.6441,47.6745,-47.6745,0.038,0.127,-0.075,90.0,0.0,0.0,0.0,0.0,-0.0,03+-4+4-5+-,0.0,0.0,-0.0
HD 155358,HD 155358 c,2019-01-28,2,1.02,0.02,-0.02,261.0,22.0,-22.0,0.16,0.1,-0.1,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
DMPP-1,DMPP-1 c,2020-01-23,4,0.0733,0.0006,-0.0007,9.6,0.53,-1.58,0.057,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-3+-5+-,0.0,0.0,-0.0
HD 20781,HD 20781 e,2019-02-05,5,0.3374,0.0155,-0.017,14.03,1.56,-1.56,0.06,0.06,-0.04,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HIP 14810,HIP 14810 c,2018-09-25,3,0.545,0.031,-0.031,406.8224,38.14,-38.14,0.164,0.0099,-0.0099,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
GJ 3293,GJ 3293 b,2017-03-29,4,0.143395,3e-05,-3e-05,24.63,1.3,-1.305,0.065,0.04,-0.04,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 37605,HD 37605 b,2018-09-25,2,0.27481801924988003,0.01,-0.01,854.9627,50.8528,-50.8528,0.6785000000000001,0.00485,-0.00485,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 60532,HD 60532 c,2016-09-06,2,1.59,0.03,-0.03,789.79165,39.7264,-39.7264,0.025,0.02,-0.02,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 67087,HD 67087 c,2015-04-01,2,3.86,0.43,-0.37,1540.0,3180.0,-1150.0,0.76,0.17,-0.24,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 200964,HD 200964 c,2018-12-03,2,1.955,0.054000000000000006,-0.052500000000000005,335.14581,30.98738,-21.45288,0.212,0.035500000000000004,-0.032,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 20782,HD 20782 b,2019-02-05,5,1.3649,0.02,-0.02,472.83,33.22,-33.88,0.95,0.01,-0.01,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Pr0211,Pr0211 c,2016-02-10,2,5.5,3.0,-1.4,2475.8957,104.8839,-104.8839,0.71,0.11,-0.11,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
HD 31527,HD 31527 d,2019-02-05,3,0.8098,0.0273,-0.0293,11.82,1.7,-1.64,0.24,0.13,-0.13,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Kepler-218,Kepler-218 d,2016-05-06,3,0.4853,0.0,0.0,8.500428215047101,3.5763042351365097,-2.482067226147878,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-1162,Kepler-1162 c,2017-05-08,2,0.28728126469811127,0.0,0.0,4.383254998098207,2.5372673496628897,-1.8615762589584728,0.0,0.0,0.0,89.95,0.0,0.0,-1.1400000000000006,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.1400000000000006,0.0,-0.0
Kepler-160,Kepler-160 c,2020-07-02,3,0.110157849659829,0.004,-0.008,14.40137592060572,10.935564542190594,-6.609344962349843,0.0,0.0,0.0,89.38,0.0,0.0,-2.4799999999999898,2.0,-2.1,01+1-2+-3+3-5+-,-2.4799999999999898,2.0,-2.1
Kepler-1641,Kepler-1641 c,2016-05-06,2,0.20707369100697637,0.0,0.0,15.378608500010316,13.022286333440764,-7.658664096651627,0.0,0.0,0.0,89.38,0.0,0.0,-1.7199999999999989,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.7199999999999989,0.0,-0.0
Kepler-1086,Kepler-1086 c,2016-05-06,2,0.5091792453943689,0.0,0.0,8.776604154310222,2.7023084463564615,-2.281285102246124,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
PDS 70,PDS 70 b,2020-07-06,2,21.3,2.0,-2.0,1748.065,1112.405,-1112.405,0.11,0.185,-0.06,145.55,10.55,-9.8,-54.70000000000002,12.661062356690294,-12.043255373859678,05+-,-54.70000000000002,12.661062356690294,-12.043255373859678
Kepler-1047,Kepler-1047 c,2016-05-06,2,0.0422,0.0,0.0,0.5846875460301372,0.46398377232858257,-0.2917867244290636,0.0,0.0,0.0,89.38,0.0,0.0,0.5700000000000074,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.5700000000000074,0.0,-0.0
Kepler-758,Kepler-758 b,2016-05-06,4,0.1114,0.0,0.0,6.538005701041397,4.134843856295136,-3.029894019503862,0.0,0.0,0.0,88.81,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-192,Kepler-192 d,2016-05-06,3,0.0662834905498679,0.0,0.0,0.6418810425511753,0.5466740760256107,-0.3195311584481646,0.0,0.0,0.0,89.38,0.0,0.0,-1.7199999999999989,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.7199999999999989,0.0,-0.0
Kepler-31,Kepler-31 c,2014-05-14,3,0.253,0.0,0.0,761.6,9.6,-7.0,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
K2-270,K2-270 b,2018-10-24,2,0.023043749466582483,0.0002,-0.0002,2.6119234961976003,1.0907296659750267,-0.8038316688222025,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-2+-3+-5+-,0.0,0.0,-0.0
Kepler-101,Kepler-101 c,2014-09-25,2,0.0675,0.0014,-0.0014,3.78,0.0,0.0,0.0,0.0,0.0,87.66,3.4,-3.1,2.210000000000008,3.8148263394288344,-3.4570073763299956,01+1-2+2-5+-,2.210000000000008,3.8148263394288344,-3.4570073763299956
Kepler-285,Kepler-285 c,2014-05-14,2,0.0634,0.0,0.0,1.3592920806834825,1.1771216479738538,-0.737628684947871,0.0,0.0,0.0,89.38,0.0,0.0,-0.5699999999999932,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-0.5699999999999932,0.0,-0.0
K2-170,K2-170 b,2018-02-14,2,0.06924955653057968,0.0,0.0,3.2586254458766444,1.6418327564669708,-1.2003725306083624,0.31066330191540814,0.0,0.0,87.989,1.423,-3.339,0.679000000000002,1.7193469690554029,-4.033059012709831,01+-2+-4+4-5+-,0.679000000000002,1.7193469690554029,-4.033059012709831
K2-16,K2-16 c,2016-07-06,3,0.12245,0.0021,-0.0021,5.930753839752224,2.5931085778706127,-2.0655509987656053,0.20543615100312596,0.0,0.0,87.83,1.68,-1.68,0.0,2.3758787847867997,-2.3758787847867997,01+-2+-5+-,0.0,2.3758787847867997,-2.3758787847867997
K2-72,K2-72 d,2017-12-12,4,0.04805,0.0049,-0.0059,0.5462804844253539,0.44177298313393976,-0.26834602064000407,0.11,0.207832,-0.09233,89.26,0.5,-0.69,-0.10999999999999943,0.7733692520394123,-1.1025878649794763,02+-5+-,-0.10999999999999943,0.7733692520394123,-1.1025878649794763
K2-331,K2-331 b,2021-08-23,2,0.08261834117134932,0.0,0.0,4.439789160882009,2.923975550352221,-1.4374465605116686,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-2+-3+-4+4-5+-,0.0,0.0,-0.0
K2-185,K2-185 c,2021-08-23,2,0.2900096490477655,0.0,0.0,7.0333755071791915,2.722712531836975,-2.0481307658772616,0.31066330191540814,0.0,0.0,89.003,0.79,-0.782,0.0,1.1172287142747452,-1.1059150057757603,01+-2+-4+4-5+-,0.0,1.1172287142747452,-1.1059150057757603
Kepler-207,Kepler-207 b,2014-05-14,3,0.027688476837265073,0.0,0.0,2.162747289205073,1.982268062505748,-1.2284486797532965,0.0,0.0,0.0,87.66,0.0,0.0,2.2900000000000063,0.0,-0.0,01+1-2+-3+3-4+4-5+-,2.2900000000000063,0.0,-0.0
Kepler-292,Kepler-292 f,2014-05-14,5,0.14199708629421598,0.0,0.0,8.527155541039367,4.325922502236974,-3.0258702363864076,0.0,0.0,0.0,88.81,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-222,Kepler-222 d,2014-05-14,3,0.1754830064535433,0.0,0.0,15.11894094994564,11.15514419594649,-6.894270281735043,0.0,0.0,0.0,89.38,0.0,0.0,-1.7199999999999989,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.7199999999999989,0.0,-0.0
K2-80,K2-80 c,2016-07-14,3,0.051961094679805496,0.0018,-0.0018,2.993204142045002,1.889217045082292,-1.1817508790841524,0.20543615100312596,0.0,0.0,87.916,1.499,-3.252,1.4810000000000088,1.5591799126463888,-3.3414559700825026,01+-2+-5+-,1.4810000000000088,1.5591799126463888,-3.3414559700825026
K2-188,K2-188 b,2020-03-30,2,0.026645147776027136,0.0003,-0.0003,2.1896327688734143,0.9062392257068108,-0.670913035749096,0.31066330191540814,0.0,0.0,83.928,4.436,-9.89,4.170000000000002,4.65167668695923,-10.220478658066853,01+-2+-5+-,4.170000000000002,4.65167668695923,-10.220478658066853
K2-21,K2-21 b,2017-12-12,2,0.07150000000000001,0.002,-0.003,4.271219563012936,2.328717424934438,-1.4927581029949648,0.1,0.148654,-0.084698,88.64,0.9,-0.7050000000000001,0.32500000000000284,1.0369305666244004,-0.8363761115670391,02+-5+-,0.32500000000000284,1.0369305666244004,-0.8363761115670391
K2-37,K2-37 d,2016-07-06,3,0.11062542395601757,0.0017000000000000001,-0.0017000000000000001,7.4134339543116,2.8471504249295627,-2.103179378689413,0.20543615100312596,0.0,0.0,88.7515,0.891,-1.428,-0.9849999999999852,1.8274302312263524,-2.9510151219538,01+-2+-5+-,-0.9849999999999852,1.8274302312263524,-2.9510151219538
K2-58,K2-58 b,2016-07-14,3,0.08070607548012379,0.0021,-0.0021,7.840412810884683,3.190803704464839,-2.3227920332393417,0.20543615100312596,0.0,0.0,88.855,0.832,-1.569,0.0,1.1766256838944151,-2.218901079363386,01+-2+-5+-,0.0,1.1766256838944151,-2.218901079363386
K2-59,K2-59 c,2016-07-14,2,0.11072857903434717,0.0028,-0.0028,6.227393055579847,2.175128832196987,-1.6683308597080986,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-2+-3+-5+-,0.0,0.0,-0.0
K2-72,K2-72 e,2017-12-12,4,0.10200000000000001,0.010499999999999999,-0.0125,1.0704867317580322,0.7643950636101158,-0.5096935736982495,0.11,0.198676,-0.086832,89.68,0.22,-0.32,-0.5300000000000011,0.6296824596572466,-0.9176055797563569,02+-5+-,-0.5300000000000011,0.6296824596572466,-0.9176055797563569
K2-75,K2-75 b,2016-07-14,2,0.07137072105398623,0.0014,-0.0014,7.595376083943139,3.2384273322029795,-2.2719778793922227,0.31066330191540814,0.0,0.0,87.413,1.93,-5.035,1.3830000000000098,2.1182608432390944,-5.336057908231506,01+-2+-5+-,1.3830000000000098,2.1182608432390944,-5.336057908231506
K2-80,K2-80 d,2018-02-14,3,0.1781949753538571,0.0,0.0,6.894562122601318,2.301621307188096,-1.793427562214334,0.20543615100312596,0.0,0.0,89.397,0.429,-0.768,0.0,0.6066976182580578,-1.086116015902537,01+-2+-4+4-5+-,0.0,0.6066976182580578,-1.086116015902537
K2-90,K2-90 b,2019-01-28,2,0.09713209979973421,0.003,-0.003,7.31199658253154,2.4083765486079294,-1.9269852387808202,0.07,0.133697,-0.061103,89.32,0.22499999999999998,-0.185,0.0,0.31819805153394637,-0.2616295090390226,02+-5+-,0.0,0.31819805153394637,-0.2616295090390226
K2-189,K2-189 c,2018-10-30,2,0.06846116596586689,0.0007,-0.0007,6.9856478970423534,2.1584101357136927,-1.7077579374323388,0.31066330191540814,0.0,0.0,88.183,1.306,-3.348,0.0,1.8469629124592621,-4.7347870068251225,01+-2+-5+-,0.0,1.8469629124592621,-4.7347870068251225
K2-219,K2-219 b,2018-02-14,3,0.048625430193890457,0.0,0.0,2.6536151034554942,1.6681867703434445,-1.0854775420053684,0.20543615100312596,0.0,0.0,86.795,2.295,-4.798,1.4920000000000044,2.5902559719070237,-5.212501606714381,01+-2+-4+4-5+-,1.4920000000000044,2.5902559719070237,-5.212501606714381
K2-50,K2-50 b,2016-07-14,2,0.06542688205638345,0.0022,-0.0022,6.2242908092940965,2.5196185756107177,-1.922241403441026,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-2+-3+-5+-,0.0,0.0,-0.0
K2-21,K2-21 c,2017-12-12,2,0.10426996272908974,0.003,-0.004,5.691716966279365,2.107870540034501,-1.4679014385211513,0.21,0.20677,-0.173719,88.965,0.515,-0.45,0.0,0.728319984622144,-0.6363961030678927,02+-5+-,0.0,0.728319984622144,-0.6363961030678927
K2-62,K2-62 c,2016-07-14,2,0.18341442877234748,0.0025,-0.0025,5.184916475126253,2.3181158871006833,-1.5129046585598047,0.31066330191540814,0.0,0.0,89.605,0.29,-0.708,-0.5050000000000097,0.7062832293067705,-1.3941538652530432,01+-2+-5+-,-0.5050000000000097,0.7062832293067705,-1.3941538652530432
K2-83,K2-83 b,2016-07-14,2,0.03014,0.000705,-0.000705,2.569751678438881,0.8561656660494754,-0.7295903336530496,0.07,0.139767,-0.053944,88.72,0.86,-0.88,0.7900000000000063,0.9211405973031478,-0.9585405573057407,02+-5+-,0.7900000000000063,0.9211405973031478,-0.9585405573057407
K2-90,K2-90 c,2017-12-12,2,0.035,0.0012000000000000001,-0.0012000000000000001,2.1739300087606077,1.2431801531764006,-0.8938650899184195,0.19,0.211462,-0.153189,86.94,1.46,-0.67,2.3799999999999955,1.477235593938895,-0.6950719387228923,02+-5+-,2.3799999999999955,1.477235593938895,-0.6950719387228923
K2-201,K2-201 b,2018-02-14,2,0.018355741575912684,0.0,0.0,2.8611548522194736,1.5347232670960285,-1.057872467996675,0.31066330191540814,0.0,0.0,84.414,4.053,-6.735,4.858000000000004,4.08609471255868,-6.797952191653013,01+-2+-4+4-5+-,4.858000000000004,4.08609471255868,-6.797952191653013
K2-16,K2-16 b,2016-07-06,3,0.06645,0.0011,-0.0011,5.243054660221072,2.2860912981100503,-1.5394569251288113,0.20543615100312596,0.0,0.0,87.97,1.47,-1.86,-0.14000000000000057,2.232330620674276,-2.506391828904651,01+-2+-5+-,-0.14000000000000057,2.232330620674276,-2.506391828904651
K2-72,K2-72 b,2017-12-12,4,0.0385,0.00435,-0.00485,1.1566075247266525,0.734807089185985,-0.47283564321279925,0.11,0.196982,-0.087659,89.15,0.59,-0.86,0.0,0.834386001800126,-1.2162236636408617,02+-5+-,0.0,0.834386001800126,-1.2162236636408617
K2-32,K2-32 c,2021-05-17,4,0.1399,0.0016,-0.0016,8.1,2.4,-2.4,0.0,0.046,-0.035,89.275,0.51,-0.907,-0.2750000000000057,0.792810822327748,-1.251276548169908,05+-,-0.2750000000000057,0.792810822327748,-1.251276548169908
K2-59,K2-59 b,2016-07-14,2,0.1614534199809971,0.0043,-0.0043,6.669518459155356,2.5044609157824187,-1.9191190846177708,0.31066330191540814,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-2+-3+-5+-,0.0,0.0,-0.0
Kepler-296,Kepler-296 c,2015-09-02,5,0.046,0.00557,-0.00547,3.219496345828736,2.018215665817837,-1.3705442100405485,0.0,0.0,0.0,88.24,0.0,0.0,0.5700000000000074,0.0,-0.0,01+1-2+-3+3-5+-,0.5700000000000074,0.0,-0.0
Kepler-271,Kepler-271 d,2016-05-06,3,0.056437085394999684,0.0,0.0,0.26348199188482213,0.14409890824276828,-0.09963585741342817,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-165,Kepler-165 b,2014-05-14,2,0.07338083057697836,0.0,0.0,6.643665487002907,2.7721391204726364,-2.0517334767301403,0.0,0.0,0.0,85.37,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-194,Kepler-194 c,2014-05-14,3,0.13140732089956644,0.0,0.0,7.612656449055931,4.896414685580838,-3.1733753264069913,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-153,Kepler-153 b,2014-05-14,2,0.1295,0.0,0.0,9.079771204634328,7.85207468520713,-4.372714545530049,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-202,Kepler-202 c,2014-05-14,2,0.11320247095125208,0.0,0.0,5.220995866131841,2.2283899996228156,-1.3195038457228416,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-245,Kepler-245 d,2014-05-14,4,0.20035,0.0,0.0,21.6,16.6,-12.1,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-215,Kepler-215 b,2014-05-14,4,0.08477461120664903,0.0,0.0,3.8182588540986133,2.310174263314459,-1.5727545441345647,0.0,0.0,0.0,86.52,0.0,0.0,2.8599999999999994,0.0,-0.0,01+1-2+-3+3-4+4-5+-,2.8599999999999994,0.0,-0.0
Kepler-229,Kepler-229 b,2014-05-14,3,0.06185,0.0,0.0,6.6875968765668325,2.490946553644246,-1.870800711151337,0.0,0.0,0.0,89.38,0.0,0.0,0.5700000000000074,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.5700000000000074,0.0,-0.0
