hostname,pl_name,rowupdate,sy_pnum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,flag,pl_relincl,pl_relinclerr1,pl_relinclerr2,namd_rel,namd_abs,namd_rel_mc,namd_rel_q16,namd_rel_q50,namd_rel_q84,namd_abs_mc,namd_abs_q16,namd_abs_q50,namd_abs_q84
K2-32,K2-32 d,2021-05-17,4,0.1862,0.0021,-0.0021,10.3,3.6,-3.6,0.0,0.053,-0.035,-0.3454200000000043,0.7664055720047969,-1.0794599169955317,05d+-,-0.3454200000000043,0.7664055720047969,-1.0794599169955317,4.323839508499887e-05,2.1619197542499435e-05,,0.0003887101843467951,0.000754014851491716,0.0014191792814019567,,0.00017719979822068265,0.0003571223652302461,0.0006918721151067477
K2-32,K2-32 e,2021-05-17,4,0.04899,0.00048,-0.000465,2.1,1.3,-1.1,0.043,0.048,-0.03,0.0,0.9262108347455237,-1.1102854193404506,05d+-,0.0,0.9262108347455237,-1.1102854193404506,4.323839508499887e-05,2.1619197542499435e-05,,0.0003887101843467951,0.000754014851491716,0.0014191792814019567,,0.00017719979822068265,0.0003571223652302461,0.0006918721151067477
K2-38,K2-38 b,2023-04-17,2,0.050449999999999995,0.000715,-0.000715,9.85,2.05,-2.0,0.1535,0.067,-0.06,0.0,1.4495689014324225,-1.8596908345206198,05d+-,0.0,1.4495689014324225,-1.8596908345206198,0.009595275918523818,0.004797637959261909,,0.005689613508909241,0.01174901511489646,0.021023591482749793,,0.0028721230723656663,0.005892304484562934,0.010504268113960456
K2-38,K2-38 c,2023-04-17,2,0.0964,0.0014,-0.0014,8.3,1.4,-1.3,0.1235,0.096,-0.078,0.13999999999998636,1.0708524641611468,-1.344479453171375,05d+-,0.13999999999998636,1.0708524641611468,-1.344479453171375,0.009595275918523818,0.004797637959261909,,0.005689613508909241,0.01174901511489646,0.021023591482749793,,0.0028721230723656663,0.005892304484562934,0.010504268113960456
KOI-134,KOI-134 b,2025-07-17,2,0.3582,0.00646,-0.00746,346.43296363,38.13940884,-25.42627256,0.0,0.02,-0.03,0.0,0.18384776310850237,-0.13152186130069785,05d+-,0.0,0.18384776310850237,-0.13152186130069785,0.008428923410764974,0.004214461705382487,,0.006121724127491691,0.008907111128620488,0.012505831445298998,,0.003083652886894824,0.004451790280543233,0.006245402954753774
KOI-134,KOI-134 c,2025-07-17,2,0.2305,0.0069,-0.0081,69.92224954,5.40308292,-6.67439655,0.24,0.12,-0.03,14.579999999999998,2.902912330746487,-2.7016011918860268,05d+-,14.579999999999998,2.902912330746487,-2.7016011918860268,0.008428923410764974,0.004214461705382487,,0.006121724127491691,0.008907111128620488,0.012505831445298998,,0.003083652886894824,0.004451790280543233,0.006245402954753774
KOI-94,KOI-94 b,2025-04-16,4,0.04984,0.00053,-0.00053,10.5,4.2018194,-4.2018194,0.0,0.17,-0.17,3.67049999999999,0.5824946351684279,-0.5824946351684279,05d+-,3.67049999999999,0.5824946351684279,-0.5824946351684279,0.00012003771591898263,6.0018857959491314e-05,,0.002110165647973396,0.0054292002374246905,0.01300352722202763,,0.0010140405171662828,0.0027005714503568184,0.006453099875257194
KOI-94,KOI-94 c,2025-04-16,4,0.09865650290511065,0.001045,-0.001045,9.4,3.0,-2.4,0.0,0.23,-0.23,0.5204999999999984,0.41952830655392015,-0.428640000466592,05d+-,0.5204999999999984,0.41952830655392015,-0.428640000466592,0.00012003771591898263,6.0018857959491314e-05,,0.002110165647973396,0.0054292002374246905,0.01300352722202763,,0.0010140405171662828,0.0027005714503568184,0.006453099875257194
KOI-94,KOI-94 d,2025-04-16,4,0.1641937032649631,0.00176,-0.00176,72.9,8.66863675,-7.1,0.0,0.038,-0.038,0.0,0.16970562748477142,-0.16970562748477142,05d+-,0.0,0.16970562748477142,-0.16970562748477142,0.00012003771591898263,6.0018857959491314e-05,,0.002110165647973396,0.0054292002374246905,0.01300352722202763,,0.0010140405171662828,0.0027005714503568184,0.006453099875257194
KOI-94,KOI-94 e,2025-04-16,4,0.296620719696218,0.003195,-0.003195,11.745000000000001,5.32872851,-5.12872851,0.0,0.23,-0.23,0.14049999999998875,0.15556670594957006,-0.15430165261590686,05d+-,0.14049999999998875,0.15556670594957006,-0.15430165261590686,0.00012003771591898263,6.0018857959491314e-05,,0.002110165647973396,0.0054292002374246905,0.01300352722202763,,0.0010140405171662828,0.0027005714503568184,0.006453099875257194
Kepler-103,Kepler-103 b,2024-12-05,2,0.128,0.00127,-0.001495,9.8,6.86909026,-6.86909026,0.0,0.2,-0.03,0.3499999999999943,0.14045995870709915,-0.09060353193998565,05d+-,0.3499999999999943,0.14045995870709915,-0.09060353193998565,2.0163974821074117e-06,1.0081987410537058e-06,,0.0006581794522542997,0.003225122060676917,0.010733981558928931,,0.00035092017351145207,0.0016451362616242246,0.005369553547863333
Kepler-103,Kepler-103 c,2024-12-05,2,0.6425,0.006475,-0.007475,36.1,18.57388142,-18.57388142,0.0,0.19,-0.02,0.0,0.16970562748477142,-0.07778174593052023,05d+-,0.0,0.16970562748477142,-0.07778174593052023,2.0163974821074117e-06,1.0081987410537058e-06,,0.0006581794522542997,0.003225122060676917,0.010733981558928931,,0.00035092017351145207,0.0016451362616242246,0.005369553547863333
Kepler-109,Kepler-109 b,2024-12-05,2,0.069,0.001275,-0.001275,4.9,3.93455316,-3.93455316,0.0,0.09,-0.21,1.7150000000000034,0.21954498400100148,-0.21954498400100148,05d+-,1.7150000000000034,0.21954498400100148,-0.21954498400100148,0.00012841305100247434,6.420652550123717e-05,,0.0012694788927589899,0.005256198560687834,0.015079335801580123,,0.0006512177035155115,0.0026046532593965803,0.007275909691901238
Kepler-109,Kepler-109 c,2024-12-05,2,0.15255000000000002,0.00282,-0.00282,8.2,5.8300808,-5.8300808,0.0,0.19,-0.03,0.0,0.26870057685088805,-0.26870057685088805,05d+-,0.0,0.26870057685088805,-0.26870057685088805,0.00012841305100247434,6.420652550123717e-05,,0.0012694788927589899,0.005256198560687834,0.015079335801580123,,0.0006512177035155115,0.0026046532593965803,0.007275909691901238
Kepler-11,Kepler-11 b,2025-04-16,6,0.09211825495,0.00106,-0.00106,3.24,1.6400000000000001,-1.155,0.0,0.0475,-0.029500000000000002,0.0,0.6913935203630418,-0.41109609582188933,05d+-,0.0,0.6913935203630418,-0.41109609582188933,1.6056066449371443e-05,8.028033224685722e-06,,9.523024179780385e-05,0.00031790463096416615,0.0011214190993790783,,4.928985909009728e-05,0.00015868827756279334,0.0005640014404488454
Kepler-11,Kepler-11 c,2025-04-16,6,0.10785117215,0.00121,-0.00121,5.2517,3.6,-2.9,0.0,0.0375,-0.012,0.0,0.7159958100436062,-0.40162171256046403,05d+-,0.0,0.7159958100436062,-0.40162171256046403,1.6056066449371443e-05,8.028033224685722e-06,,9.523024179780385e-05,0.00031790463096416615,0.0011214190993790783,,4.928985909009728e-05,0.00015868827756279334,0.0005640014404488454
Kepler-11,Kepler-11 d,2025-04-16,6,0.156105667,0.00176,-0.00176,7.24,1.63,-1.63,0.0,0.007,-0.0025,0.0,0.3858108344772085,-0.30870698080866266,05d+-,0.0,0.3858108344772085,-0.30870698080866266,1.6056066449371443e-05,8.028033224685722e-06,,9.523024179780385e-05,0.00031790463096416615,0.0011214190993790783,,4.928985909009728e-05,0.00015868827756279334,0.0005640014404488454
Kepler-11,Kepler-11 e,2025-04-16,6,0.1955,0.00222,-0.00222,7.94932235,1.99,-1.95,0.0,0.005,-0.006,0.8500000000000085,0.1665082580534671,-0.17029386365926402,05d+-,0.8500000000000085,0.1665082580534671,-0.17029386365926402,1.6056066449371443e-05,8.028033224685722e-06,,9.523024179780385e-05,0.00031790463096416615,0.0011214190993790783,,4.928985909009728e-05,0.00015868827756279334,0.0005640014404488454
Kepler-11,Kepler-11 f,2025-04-16,6,0.252,0.00287,-0.00287,2.12,1.25,-1.1,0.0,0.010499999999999999,-0.0065,0.5700000000000074,0.2110094784600919,-0.17691806012954134,05d+-,0.5700000000000074,0.2110094784600919,-0.17691806012954134,1.6056066449371443e-05,8.028033224685722e-06,,9.523024179780385e-05,0.00031790463096416615,0.0011214190993790783,,4.928985909009728e-05,0.00015868827756279334,0.0005640014404488454
Kepler-11,Kepler-11 g,2025-04-16,6,0.4696205373,0.00528,-0.00528,25.13,29.20497395,-14.32497395,0.0,0.052,-0.032,0.0,0.1767766952966369,-0.18384776310850237,05d+-,0.0,0.1767766952966369,-0.18384776310850237,1.6056066449371443e-05,8.028033224685722e-06,,9.523024179780385e-05,0.00031790463096416615,0.0011214190993790783,,4.928985909009728e-05,0.00015868827756279334,0.0005640014404488454
Kepler-117,Kepler-117 b,2025-04-16,2,0.14547355251054056,0.0032500000000000003,-0.0015999999999999999,30.6375,7.944,-8.094,0.0,0.0062,-0.0062,1.1550000000000011,0.1562049935181331,-0.1562049935181331,05d+-,1.1550000000000011,0.1562049935181331,-0.1562049935181331,6.231987369065444e-06,3.115993684532722e-06,,7.784628877906022e-06,1.2893711038075942e-05,2.2439049162763985e-05,,3.91398935607839e-06,6.473223953166654e-06,1.1215988624221648e-05
Kepler-117,Kepler-117 c,2025-04-16,2,0.2812039180006918,0.00637,-0.00317,696.39,44.605000000000004,-45.605000000000004,0.0,0.0033,-0.0033,0.0,0.14142135623730953,-0.14142135623730953,05d+-,0.0,0.14142135623730953,-0.14142135623730953,6.231987369065444e-06,3.115993684532722e-06,,7.784628877906022e-06,1.2893711038075942e-05,2.2439049162763985e-05,,3.91398935607839e-06,6.473223953166654e-06,1.1215988624221648e-05
Kepler-138,Kepler-138 b,2025-07-17,4,0.075,0.00195,-0.00195,0.1285,0.0545,-0.0435,0.0,0.009,-0.0044,-0.7000000000000028,0.1665082580534671,-0.1523975065412817,05d+-,-0.7000000000000028,0.1665082580534671,-0.1523975065412817,0.0009014573991660302,0.0004507286995830151,,0.0005844023976552308,0.0010130072621235327,0.0016599636567115024,,0.00028676282879468255,0.000501103686987358,0.0008338301973524086
Kepler-138,Kepler-138 c,2025-07-17,4,0.09115000000000001,0.00324,-0.00324,2.3,1.51,-1.12,0.0,0.0285,-0.0085,0.0,0.15556349186104046,-0.14142135623730953,05d+-,0.0,0.15556349186104046,-0.14142135623730953,0.0009014573991660302,0.0004507286995830151,,0.0005844023976552308,0.0010130072621235327,0.0016599636567115024,,0.00028676282879468255,0.000501103686987358,0.0008338301973524086
Kepler-138,Kepler-138 d,2025-07-17,4,0.127905,0.00456,-0.00456,1.0899999999999999,0.51,-0.36350000000000005,0.0,0.017499999999999998,-0.0075,0.3999999999999915,0.12578155667664476,-0.11713667231059623,05d+-,0.3999999999999915,0.12578155667664476,-0.11713667231059623,0.0009014573991660302,0.0004507286995830151,,0.0005844023976552308,0.0010130072621235327,0.0016599636567115024,,0.00028676282879468255,0.000501103686987358,0.0008338301973524086
Kepler-138,Kepler-138 e,2023-01-04,4,0.1803,0.0014,-0.0014,0.43,0.21,-0.1,0.112,0.018,-0.024,0.6799999999999926,1.0060318086422517,-1.004987562112089,05d+-,0.6799999999999926,1.0060318086422517,-1.004987562112089,0.0009014573991660302,0.0004507286995830151,,0.0005844023976552308,0.0010130072621235327,0.0016599636567115024,,0.00028676282879468255,0.000501103686987358,0.0008338301973524086
Kepler-1972,Kepler-1972 b,2024-12-05,2,0.0794,0.00051,-0.00051,2.02,0.56,-0.62,0.0,0.071,-0.04,6.299999999999997,0.7495331880577404,-0.5255473337388366,05d+-,6.299999999999997,0.7495331880577404,-0.5255473337388366,0.002749968486622713,0.0013749842433113564,,0.002537649145056017,0.0036474207721117246,0.005157714802245938,,0.0012818471451968155,0.0018109918020343474,0.0025507840180275013
Kepler-1972,Kepler-1972 c,2024-12-05,2,0.1041,0.00067,-0.00067,2.11,0.59,-0.65,0.0,0.046,-0.028,0.0,0.2404163056034262,-0.26870057685088805,05d+-,0.0,0.2404163056034262,-0.26870057685088805,0.002749968486622713,0.0013749842433113564,,0.002537649145056017,0.0036474207721117246,0.005157714802245938,,0.0012818471451968155,0.0018109918020343474,0.0025507840180275013
Kepler-30,Kepler-30 b,2024-12-05,3,0.18301,0.00124,-0.00124,37.433,1.4,-1.4,0.0,0.003,-0.003,0.5700000000000074,0.16821724049573517,-0.16821724049573517,05d+-,0.5700000000000074,0.16821724049573517,-0.16821724049573517,3.0488419452094706e-07,1.5244209726047353e-07,,1.022056240924896e-06,4.800279178759906e-06,1.9204136768934375e-05,,5.385435552780624e-07,2.4793421699949568e-06,9.59248266027672e-06
Kepler-30,Kepler-30 c,2024-12-05,3,0.2998,0.00199,-0.00199,1121.9,50.0,-50.0,0.0,0.001,-0.001,0.0,0.03633290519625426,-0.03633290519625426,05d+-,0.0,0.03633290519625426,-0.03633290519625426,3.0488419452094706e-07,1.5244209726047353e-07,,1.022056240924896e-06,4.800279178759906e-06,1.9204136768934375e-05,,5.385435552780624e-07,2.4793421699949568e-06,9.59248266027672e-06
Kepler-30,Kepler-30 d,2024-12-05,3,0.5266035363680446,0.0035,-0.0035,2713.105,2.7,-2.7,0.0,0.005,-0.005,0.0,0.02856711395993652,-0.02856711395993652,05d+-,0.0,0.02856711395993652,-0.02856711395993652,3.0488419452094706e-07,1.5244209726047353e-07,,1.022056240924896e-06,4.800279178759906e-06,1.9204136768934375e-05,,5.385435552780624e-07,2.4793421699949568e-06,9.59248266027672e-06
Kepler-411,Kepler-411 b,2024-12-05,4,0.038,0.0008,-0.0008,25.6,2.6,-2.6,0.0,0.1775,-0.002,1.0100000000000051,0.9158738996171908,-0.9658286597528571,05d+-,1.0100000000000051,0.9158738996171908,-0.9658286597528571,0.0001104331129033451,5.521655645167255e-05,,0.00017778274494789216,0.0005175494332977192,0.0017915244851429393,,8.909104340132242e-05,0.00026013940570303936,0.0008767792286223149
Kepler-411,Kepler-411 c,2024-12-05,4,0.07228956149999999,0.0006900000000000001,-0.0006900000000000001,26.4,5.9,-5.9,0.0,0.003,-0.004,0.0,0.0565685424949238,-0.0565685424949238,05d+-,0.0,0.0565685424949238,-0.0565685424949238,0.0001104331129033451,5.521655645167255e-05,,0.00017778274494789216,0.0005175494332977192,0.0017915244851429393,,8.909104340132242e-05,0.00026013940570303936,0.0008767792286223149
Kepler-411,Kepler-411 d,2024-12-05,4,0.2757,0.002715,-0.002715,15.2,5.1,-5.1,0.0,0.003,-0.003,0.46999999999999886,0.044721359549995794,-0.044721359549995794,05d+-,0.46999999999999886,0.044721359549995794,-0.044721359549995794,0.0001104331129033451,5.521655645167255e-05,,0.00017778274494789216,0.0005175494332977192,0.0017915244851429393,,8.909104340132242e-05,0.00026013940570303936,0.0008767792286223149
Kepler-411,Kepler-411 e,2019-07-03,4,0.186,0.003,-0.003,10.8,1.1,-1.1,0.016,0.002,-0.001,1.2399999999999949,0.044721359549995794,-0.044721359549995794,05d+-,1.2399999999999949,0.044721359549995794,-0.044721359549995794,0.0001104331129033451,5.521655645167255e-05,,0.00017778274494789216,0.0005175494332977192,0.0017915244851429393,,8.909104340132242e-05,0.00026013940570303936,0.0008767792286223149
Kepler-419,Kepler-419 b,2024-12-05,2,0.363,0.0064,-0.006,807.2507,171.6037,-166.83625,0.0,0.049999999999999996,-0.055,-0.9500000000000028,3.0032648900821255,-2.0072119967756272,05d+-,-0.9500000000000028,3.0032648900821255,-2.0072119967756272,0.014715927098101886,0.007357963549050943,,0.014938092544732957,0.01596827584544863,0.0184424690979714,,0.007444327342957425,0.00793530988853857,0.009148624088305541
Kepler-419,Kepler-419 c,2014-06-25,2,1.68,0.03,-0.03,2320.1,127.1,-127.1,0.184,0.002,-0.002,0.0,4.242640687119285,-2.8284271247461903,05d+-,0.0,4.242640687119285,-2.8284271247461903,0.014715927098101886,0.007357963549050943,,0.014938092544732957,0.01596827584544863,0.0184424690979714,,0.007444327342957425,0.00793530988853857,0.009148624088305541
Kepler-47,Kepler-47 b,2019-04-22,3,0.29195000000000004,0.0029000000000000002,-0.0029000000000000002,319.035,23.7,-2.07,0.028000000000000004,0.0025,-0.0022,0.28274999999999295,0.2815933459796236,-0.10274560817864675,05d+-,0.28274999999999295,0.2815933459796236,-0.10274560817864675,0.025162248548487698,0.012581124274243849,,0.020212224296545067,0.02514656063369797,0.03075582536139858,,0.010081095414728822,0.012575174869214095,0.015346960225199062
Kepler-47,Kepler-47 c,2019-04-22,3,0.9774,0.00955,-0.0102,4451.085,2.18,-1.25,0.22749999999999998,0.029,-0.019,0.0,0.010253048327204937,-0.010040916292848976,05d+-,0.0,0.010253048327204937,-0.010040916292848976,0.025162248548487698,0.012581124274243849,,0.020212224296545067,0.02514656063369797,0.03075582536139858,,0.010081095414728822,0.012575174869214095,0.015346960225199062
Kepler-47,Kepler-47 d,2019-04-22,3,0.6992,0.0031,-0.0033,19.02,23.84,-11.67,0.024,0.025,-0.017,-0.386250000000004,0.01155692433132622,-0.013943098651304164,05d+-,-0.386250000000004,0.01155692433132622,-0.013943098651304164,0.025162248548487698,0.012581124274243849,,0.020212224296545067,0.02514656063369797,0.03075582536139858,,0.010081095414728822,0.012575174869214095,0.015346960225199062
Kepler-79,Kepler-79 b,2025-04-16,4,0.117,0.001555,-0.001555,12.5,4.5,-3.6,0.0,0.012,-0.006,0.0,0.09899494936611666,-0.12727922061357855,05d+-,0.0,0.09899494936611666,-0.12727922061357855,1.5517814122886353e-07,7.758907061443177e-08,,9.954413041776812e-05,0.00028367616594156015,0.0007178780922455464,,4.975021656252299e-05,0.00014430717976001133,0.0003591749081088944
Kepler-79,Kepler-79 c,2025-04-16,4,0.1869319957038666,0.001895,-0.002395,9.5,1.9,-2.1,0.0,0.027,-0.021,0.0,0.09899494936611666,-0.12727922061357855,05d+-,0.0,0.09899494936611666,-0.12727922061357855,1.5517814122886353e-07,7.758907061443177e-08,,9.954413041776812e-05,0.00028367616594156015,0.0007178780922455464,,4.975021656252299e-05,0.00014430717976001133,0.0003591749081088944
Kepler-79,Kepler-79 d,2025-04-16,4,0.2878860131730471,0.0033550000000000003,-0.0033550000000000003,10.75,1.9,-1.6,0.0,0.059,-0.023,0.0,0.09899494936611666,-0.09486832980505137,05d+-,0.0,0.09899494936611666,-0.09486832980505137,1.5517814122886353e-07,7.758907061443177e-08,,9.954413041776812e-05,0.00028367616594156015,0.0007178780922455464,,4.975021656252299e-05,0.00014430717976001133,0.0003591749081088944
Kepler-79,Kepler-79 e,2025-04-16,4,0.3871787329935915,0.00434,-0.00434,5.97,1.0,-0.8,0.0,0.044,-0.005,0.07000000000000739,0.07280109889280519,-0.09219544457292887,05d+-,0.07000000000000739,0.07280109889280519,-0.09219544457292887,1.5517814122886353e-07,7.758907061443177e-08,,9.954413041776812e-05,0.00028367616594156015,0.0007178780922455464,,4.975021656252299e-05,0.00014430717976001133,0.0003591749081088944
Kepler-87,Kepler-87 b,2019-04-16,2,0.4612672048947537,0.026,-0.028,324.2,8.8,-8.8,0.0,0.009,-0.009,0.0,0.048083261120685235,-0.042426406871192854,05d+-,0.0,0.048083261120685235,-0.042426406871192854,1.6091425085420886e-06,8.045712542710443e-07,,5.752137278611872e-06,2.2980126526110254e-05,8.288756493948558e-05,,2.0019891491775953e-06,1.0176491386061265e-05,3.954908724479188e-05
Kepler-87,Kepler-87 c,2018-09-25,2,1.33715,0.037,-0.04,6.4,0.8,-0.8,0.0,0.012,-0.012,-0.5700000000000074,0.04601086828130936,-0.04036087214122113,05d+-,-0.5700000000000074,0.04601086828130936,-0.04036087214122113,1.6091425085420886e-06,8.045712542710443e-07,,5.752137278611872e-06,2.2980126526110254e-05,8.288756493948558e-05,,2.0019891491775953e-06,1.0176491386061265e-05,3.954908724479188e-05
LTT 1445 A,LTT 1445 A b,2025-04-07,2,0.0380312286675782,0.00068,-0.00071,2.525,0.255,-0.25,0.185,0.35,-0.14,0.0,0.5798275605729689,-0.6505382386916237,05d+-,0.0,0.5798275605729689,-0.6505382386916237,0.014978214857795595,0.0074891074288977975,,0.006285562355855043,0.025505622481131217,0.08152053550723491,,0.003288157490202609,0.013426445490304958,0.04103416674403918
LTT 1445 A,LTT 1445 A c,2025-04-07,2,0.02659,0.00047,-0.00049,1.37,0.19,-0.19,0.1365,0.05,-0.03,1.9699999999999989,0.4477722635447622,-0.543783044972901,05d+-,1.9699999999999989,0.4477722635447622,-0.543783044972901,0.014978214857795595,0.0074891074288977975,,0.006285562355855043,0.025505622481131217,0.08152053550723491,,0.003288157490202609,0.013426445490304958,0.04103416674403918
LTT 3780,LTT 3780 b,2024-03-26,2,0.01199,0.00028,-0.00029,2.465,0.24,-0.235,0.016,0.051,-0.032,3.030000000000001,0.9646242791885347,-0.7021573897638621,05d+-,3.030000000000001,0.9646242791885347,-0.7021573897638621,0.001071951443438777,0.0005359757217193885,,0.0004980693002806178,0.00163221990005101,0.00440528423589033,,0.00026473970085544036,0.0008311176713240666,0.002209698198221465
LTT 3780,LTT 3780 c,2024-03-26,2,0.0762,0.0018,-0.0018,7.529999999999999,0.6599999999999999,-0.64,0.045,0.051000000000000004,-0.041,0.0,0.41012193308819755,-0.24748737341529162,05d+-,0.0,0.41012193308819755,-0.24748737341529162,0.001071951443438777,0.0005359757217193885,,0.0004980693002806178,0.00163221990005101,0.00440528423589033,,0.00026473970085544036,0.0008311176713240666,0.002209698198221465
PDS 70,PDS 70 b,2020-07-06,2,21.3,2.0,-2.0,1748.065,1112.405,-1112.405,0.11,0.185,-0.06,-54.70000000000002,12.661062356690294,-12.043255373859678,05d+-,-54.70000000000002,12.661062356690294,-12.043255373859678,0.17804406583667828,0.08902203291833914,,0.09594414787843684,0.18342741513693836,0.3110865407930035,,0.003946730113062479,0.009375141587452857,0.018595247160822198
PDS 70,PDS 70 c,2020-07-06,2,34.25,4.0,-2.5,1984.76692461,992.383462305,-992.383462305,0.11,0.12,-0.06,0.0,9.899494936611665,-9.899494936611665,05d+-,0.0,9.899494936611665,-9.899494936611665,0.17804406583667828,0.08902203291833914,,0.09594414787843684,0.18342741513693836,0.3110865407930035,,0.003946730113062479,0.009375141587452857,0.018595247160822198
TOI-1064,TOI-1064 b,2024-05-08,2,0.06152,0.00086,-0.00089,13.5,1.7,-1.8,0.047,0.038,-0.03,0.0,0.1173797256769669,-0.13717871555019023,05d+-,0.0,0.1173797256769669,-0.13717871555019023,0.0016382951902955724,0.0008191475951477862,,0.0008474649673317316,0.0023668069507797747,0.004887848753339714,,0.0004038967379875234,0.0011721337568180172,0.0024663645906426966
TOI-1064,TOI-1064 c,2024-05-08,2,0.09429,0.00132,-0.00136,2.5,1.8,-2.0,0.088,0.081,-0.064,-0.7459999999999951,0.10125709851659785,-0.1120044641967453,05d+-,-0.7459999999999951,0.10125709851659785,-0.1120044641967453,0.0016382951902955724,0.0008191475951477862,,0.0008474649673317316,0.0023668069507797747,0.004887848753339714,,0.0004038967379875234,0.0011721337568180172,0.0024663645906426966
TOI-1130,TOI-1130 b,2025-07-29,2,0.044255,0.00035,-0.00036,19.54,0.585,-0.635,0.13705,0.05575,-0.05575,-0.45999999999999375,0.5797413216254298,-0.39,05d+-,-0.45999999999999375,0.5797413216254298,-0.39,0.001492515003970329,0.0007462575019851645,,0.0007157586073511245,0.0017419880602711868,0.0037989038475690702,,0.00034986044679282134,0.0008786404342123551,0.0018782584490168671
TOI-1130,TOI-1130 c,2025-07-29,2,0.07098,0.00056,-0.00058,317.62820999999997,9.15156814,-9.15156814,0.047,0.04,-0.027,0.0,0.21213203435596428,-0.21213203435596428,05d+-,0.0,0.21213203435596428,-0.21213203435596428,0.001492515003970329,0.0007462575019851645,,0.0007157586073511245,0.0017419880602711868,0.0037989038475690702,,0.00034986044679282134,0.0008786404342123551,0.0018782584490168671
TOI-1136,TOI-1136 b,2024-07-22,6,0.05106,0.0009,-0.0009,17.25,0.8,-0.7,0.027,0.0235,-0.015,2.9200000000000017,0.5341582162618114,-0.4952272205765753,05d+-,2.9200000000000017,0.5341582162618114,-0.4952272205765753,0.0009311211945260359,0.00046556059726301797,,0.0007791686524907203,0.0010270691828851049,0.0013262525231328781,,0.00038969587216438435,0.0005105090107502875,0.0006618132648574734
TOI-1136,TOI-1136 c,2024-07-22,6,0.0669,0.00075,-0.00075,6.96,3.0999999999999996,-3.15,0.11,0.019,-0.019,0.23000000000000398,0.6269968101992226,-0.8257420904858853,05d+-,0.23000000000000398,0.6269968101992226,-0.8257420904858853,0.0009311211945260359,0.00046556059726301797,,0.0007791686524907203,0.0010270691828851049,0.0013262525231328781,,0.00038969587216438435,0.0005105090107502875,0.0006618132648574734
TOI-1136,TOI-1136 d,2025-04-07,6,0.1062,0.0014,-0.0014,10.325,4.3,-4.3,0.016,0.0085,-0.007,0.03499999999999659,0.49819674828324606,-0.4830372656431386,05d+-,0.03499999999999659,0.49819674828324606,-0.4830372656431386,0.0009311211945260359,0.00046556059726301797,,0.0007791686524907203,0.0010270691828851049,0.0013262525231328781,,0.00038969587216438435,0.0005105090107502875,0.0006618132648574734
TOI-1136,TOI-1136 e,2024-09-30,6,0.1393815576322771,0.002,-0.002,15.035,1.09,-1.01,0.0425,0.007,-0.0085,0.08500000000000796,0.49040799340956914,-0.44364963653766243,05d+-,0.08500000000000796,0.49040799340956914,-0.44364963653766243,0.0009311211945260359,0.00046556059726301797,,0.0007791686524907203,0.0010270691828851049,0.0013262525231328781,,0.00038969587216438435,0.0005105090107502875,0.0006618132648574734
TOI-1136,TOI-1136 f,2024-07-22,6,0.174,0.0025,-0.0025,20.85,3.9,-3.7,0.001,0.01,-0.005350000000000001,0.0,0.43840620433565947,-0.40305086527633216,05d+-,0.0,0.43840620433565947,-0.40305086527633216,0.0009311211945260359,0.00046556059726301797,,0.0007791686524907203,0.0010270691828851049,0.0013262525231328781,,0.00038969587216438435,0.0005105090107502875,0.0006618132648574734
TOI-1136,TOI-1136 g,2024-07-22,6,0.229,0.0035,-0.0035,8.899999999999999,6.7,-6.4,0.036,0.018,-0.013999999999999999,-0.23499999999999943,0.3920459156782532,-0.3570014005574768,05d+-,-0.23499999999999943,0.3920459156782532,-0.3570014005574768,0.0009311211945260359,0.00046556059726301797,,0.0007791686524907203,0.0010270691828851049,0.0013262525231328781,,0.00038969587216438435,0.0005105090107502875,0.0006618132648574734
TOI-125,TOI-125 b,2024-03-04,3,0.0521,0.0008799999999999999,-0.0007949999999999999,9.5,0.88,-0.88,0.194,0.041,-0.036,-0.125,0.7324616030891995,-0.6082762530298219,05d+-,-0.125,0.7324616030891995,-0.6082762530298219,0.012848391387675372,0.006424195693837686,,0.007936847909147553,0.013639341505782053,0.02263433982136352,,0.003955352097756828,0.00690608178610836,0.011356601616806605
TOI-125,TOI-125 c,2024-10-14,3,0.0818,0.00135,-0.0013,6.63,0.99,-0.99,0.066,0.07,-0.047,0.25499999999999545,0.4477722635447622,-0.21470910553583888,05d+-,0.25499999999999545,0.4477722635447622,-0.21470910553583888,0.012848391387675372,0.006424195693837686,,0.007936847909147553,0.013639341505782053,0.02263433982136352,,0.003955352097756828,0.00690608178610836,0.011356601616806605
TOI-125,TOI-125 d,2023-10-21,3,0.137,0.0022,-0.0022,13.6,1.2,-1.2,0.168,0.088,-0.062,0.0,0.2545584412271571,-0.14142135623730953,05d+-,0.0,0.2545584412271571,-0.14142135623730953,0.012848391387675372,0.006424195693837686,,0.007936847909147553,0.013639341505782053,0.02263433982136352,,0.003955352097756828,0.00690608178610836,0.011356601616806605
